URL,Title,Description,Keywords,Title Exists (True/False),Description Exists (True/False),Keywords Exists (True/False)
http://10.4.95.44/doctors/jukova_lyudmila_alekseevna,Жукова Людмила Алексеевна,Жукова Людмила Алексеевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/ortabaev_ruslan_albertovich,Ортабаев Руслан Альбертович,Ортабаев Руслан Альбертович врач-онколог,,True,True,False
http://10.4.95.44/doctors/ekimov,Екимов Владислав Анатольевич,"1994
Пермская государственная медицинская академия. Специальность: «Лечебное дело».",,True,True,False
http://10.4.95.44/doctors/kornickaya_elena_anatolevna,Корницкая Елена Анатольевна,Корницкая Елена Анатольевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/graf_mariya_anatolevna,Граф Мария Анатольевна,Граф Мария Анатольевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/potehina_elena_anatolevna,Потехина Елена Анатольевна,Потехина Елена Анатольевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/kaprin,Каприн Иван Андреевич,"2013
ГБОУ ВПО Первый МГМУ имени И.М.Сеченова МЗ РФ, ординатура по специальности «Хирургия».",,True,True,False
http://10.4.95.44/doctors/akishina_alina_andreevna,Акишина Алина Андреевна,Акишина Алина Андреевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/akobyan,Акобян Эдмон Араевич,"Образование
2012
Первый Московский государственный медицинский университет имени И.М. Сеченова. Специальность: «Врач-лечебник».

2020
Московский областной научно-исследовательский клинический институт им. М.Ф. Владимирского. Ординатура. Специальность",,True,True,False
http://10.4.95.44/doctors/srapyan_syuzanna_araratovna,Срапян Сюзанна Араратовна,Срапян Сюзанна Араратовна врач-онколог,,True,True,False
http://10.4.95.44/doctors/shahnovich_elena_borisovna,Шахнович Елена Борисовна,Шахнович Елена Борисовна врач-онколог,,True,True,False
http://10.4.95.44/doctors/gerasimova_elena_borisovna,Герасимова Елена Борисовна,Герасимова Елена Борисовна врач-онколог,,True,True,False
http://10.4.95.44/doctors/yaroslavceva_mariya_valerevna,Ярославцева Мария Валерьевна,Ярославцева Мария Валерьевна  врач-онколог,,True,True,False
http://10.4.95.44/doctors/osipov_vladimir_vasilevich,Осипов Владимир Васильевич,Осипов Владимир Васильевич врач-онколог,,True,True,False
http://10.4.95.44/doctors/markova,Маркова Екатерина Васильевна,"2001
Московский Государственный Медико-Стоматологический Университет им. Н.А. Семашко. Специальность «Лечебное дело».

2003
Московский Государственный Медико-Стоматологический Университет им. Н.А. Семашко . Специальность «Хирургия. . Онкоколопроктолог",,True,True,False
http://10.4.95.44/doctors/kojarskaya_galina_vasilevna,Кожарская Галина Васильевна,Кожарская Галина Васильевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/eresko,Ересько Денис Викторович,Внедрил в повседневную практику использование малоинвазивных методик диагностики и лечения пациентов с ЗНО органов брюшной полости в условиях онкологического отделения Раменской ЦРБ.,,True,True,False
http://10.4.95.44/doctors/vins_denis_viktorovich,Винс Денис Викторович,Винс Денис Викторович врач-онколог,,True,True,False
http://10.4.95.44/doctors/serebryakova_anastasiya_viktorovna,Серебрякова Анастасия Викторовна,Серебрякова Анастасия Викторовна врач-онколог,,True,True,False
http://10.4.95.44/doctors/alhimova_svetlana_viktorovna,Алхимова Светлана Викторовна,Алхимова Светлана Викторовна врач-онколог,,True,True,False
http://10.4.95.44/doctors/pershin_ivan_vitalevich,Першин Иван Витальевич,Першин Иван Витальевич врач-онколог,,True,True,False
http://10.4.95.44/doctors/kochatkovav111,Кочатков Александр Владимирович,Описание,,True,True,False
http://10.4.95.44/doctors/pikulin,Пикулин Сергей Владимирович,"Обладает большим опытом проведения лекарственной терапии ЗНО практически всех локализаций, как в стационарных, так и в амбулаторных условиях.",,True,True,False
http://10.4.95.44/doctors/belonogov-aleksandr-vladimirovich,Белоногов Александр Владимирович,Заведующий отделением лекарственного лечения онкологических больных.,ТЕСТ 1,True,True,True
http://10.4.95.44/doctors/garmash,Гармаш Сергей Владимирович,"Является действительным членом медицинских сообществ:

Российское общество урологов и онкоурологов – РОУ;
Московское общество урологов;
Европейская ассоциация урологов EAU
Европейское онкологическое общества NCCN.",1111,True,True,True
http://10.4.95.44/doctors/inshakov_sergey_vladimirovich,Иншаков Сергей Владимирович,Иншаков Сергей Владимирович врач-онколог,,True,True,False
http://10.4.95.44/doctors/kochatkov,Кочатков Александр Владимирович,Описание,,True,True,False
http://10.4.95.44/doctors/zabotina_alina_vladimirovna,Заботина Алина Владимировна,Заботина Алина Владимировна врач-онколог,,True,True,False
http://10.4.95.44/doctors/ryabova_ekaterina_vladimirovna,Рябова Екатерина Владимировна,Рябова Екатерина Владимировна врач-онколог,,True,True,False
http://10.4.95.44/doctors/gordeeva_ekaterina_vladimirovna,Гордеева Екатерина Владимировна,Гордеева Екатерина Владимировна врач-онколог,,True,True,False
http://10.4.95.44/doctors/titov_andrey_gennadevich,Титов Андрей Геннадьевич,Титов Андрей Геннадьевич врач-онколог,,True,True,False
http://10.4.95.44/doctors/tiov,Тиов Андрей Геннадьевич,"1998
Тверская Государственная медицинская Академия, специальность «Лечебное дело».

1999
Интернатура по специальности «Хирургия» в хирургическом отделении Клинской городской больницы.

2004
Клиническая ординатура по специальности «Хирургия» на базе",,True,True,False
http://10.4.95.44/doctors/blajenko_nadejda_gennadevna,Блаженко Надежда Геннадьевна,"Блаженко Надежда Геннадьевна, врач-онколог",,True,True,False
http://10.4.95.44/doctors/karelina_alena_gennadevna,Карелина Алена Геннадьевна,Карелина Алена Геннадьевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/ochir_-_goryaev_ayta_nikolaevich,Очир - Горяев,Очир - Горяев Айта Николаевич врач-онколог,,True,True,False
http://10.4.95.44/doctors/pugacheva_ekaterina_dmitrievna,Пугачёва Екатерина Дмитриевна,Пугачёва Екатерина Дмитриевна врач-гематолог,,True,True,False
http://10.4.95.44/doctors/shestakovskaya_elena_evgenievna,Шестаковская Елена Евгениевна,Шестаковская Елена Евгениевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/yurov,Юров Игорь Евгеньевич,"невротическими реакциями на стресс и расстройствами адаптации, нарушениями сна, неврастенией (синдромами хронической усталости и эмоционального выгорания), ипохондрией, обсессивно-компульсивным расстройством, психоэмоциональными расстройствами при предмен",,True,True,False
http://10.4.95.44/doctors/bezrukova_kristina_evgenevna,Безрукова Кристина Евгеньевна,Безрукова Кристина Евгеньевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/grishina,Гришина Елена Евгеньевна,"Внедрила в клиническую практику Московского областного научно-исследовательского института методики удаления злокачественных опухолей век с одномоментной реконструктивной пластикой,а также все виды орбитотомии.",,True,True,False
http://10.4.95.44/doctors/andrienko_igor_igorevich,Андриенко Игорь Игоревич,Андриенко Игорь Игоревич врач-онколог,,True,True,False
http://10.4.95.44/doctors/atabekov_igor_igorevich,Атабеков Игорь Игоревич,Атабеков Игорь Игоревич врач-онколог,,True,True,False
http://10.4.95.44/doctors/volobueva_anastasiya_konstantinovna,Волобуева Анастасия Константиновна,Волобуева Анастасия Константиновна врач-онколог,,True,True,False
http://10.4.95.44/doctors/barzaeva_zuhra_kyurievna,Барзаева Зухра Кюриевна,Барзаева Зухра Кюриевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/isupova_elena_mihaylovna,Исупова Елена Михайловна,Исупова Елена Михайлович врач-онколог,,True,True,False
http://10.4.95.44/doctors/novikova_elena_nikolaevna,Новикова Елена Николаевна,Новикова Елена Николаевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/ujevko_tamara_nikolaevna,Ужевко Тамара Николаевна,Ужевко Тамара Николаевна врач-онколог,,True,True,False
http://10.4.95.44/doctors/perova_vera_nikolaevna,Перова Вера Николаевна,Перова Вера Николаевна врач-гематолог,,True,True,False
http://10.4.95.44/doctors/burnashova,Бурнашова Ольга Николаевна,"Разработал новые методы лечения заболеваний верхних и нижних мочевых путей, внедрил уникальные методики эндоскопической реканализации облитераций Облитерация — это заращение или закрытие полостного или трубчатого органа вследствие разрастания ткани со сто",,True,True,False
http://10.4.95.44/doctors/aymamedova_orazgul_nurmamedovna,Аймамедова Оразгуль Нурмамедовна,Аймамедова Оразгуль Нурмамедовна врач-онколог,,True,True,False
http://10.4.95.44/doctors/tuaeva_alana_olegovna,Туаева Алана Олеговна,Туаева Алана Олеговна врач-гематолог,,True,True,False
http://10.4.95.44/doctors/povetkin_andrey_pavlovich,Поветкин Андрей Павлович,Поветкин Андрей Павлович врач-онколог,,True,True,False
http://10.4.95.44/doctors/kavalji_olga_petrovna,Кавалжи Ольга Петровна,Кавалжи Ольга Петровна врач-онколог,,True,True,False
http://10.4.95.44/doctors/sanina_yana_ranifovna,Санина Яна Ранифовна,Санина Яна Ранифовна врач-онколог,,True,True,False
http://10.4.95.44/doctors/sakaev,Сакаев Ильдар Рашидович,Врач высшей квалификационной категории.,,True,True,False
http://10.4.95.44/doctors/orlov,Орлов Семен Семенович,"2013
Московский областной научно-исследовательский клинический институт им. М.Ф.Владимирского. Специальность «Онкология».

2015
Российская медицинская академия последипломного образования. Специальность «Радиология».

2016
Рязанский государственный",,True,True,False
http://10.4.95.44/doctors/ogaj,Огай Дмитрий Сергеевич,"1995
Московская медицинская академия им. И.М.Сеченова, специальность «Лечебное дело»

1996
Балашихинский роддом. Специальность «Акушерство и гинекология». Интернатура.

2000
Российская медицинская академия непрерывного профессионального образования",,True,True,False
http://10.4.95.44/doctors/petuhov,Петухов Владимир Сергеевич,Описание докторских заслуг,,True,True,False
http://10.4.95.44/doctors/abdullaeva,Абдуллаева Жавагьир Сердеровна,"Образование
2012
Первый московский государственный медицинский университет им. Сеченова. Специальность: «Лечебное дело».

2013
Первый московский государственный медицинский университет им. Сеченова. Интернатура по специальности «хирургия».

2014
Р",Специалисты,True,True,True
http://10.4.95.44/doctors/ignatev_vladimir_fedorovich,Игнатьев Владимир Федорович,Игнатьев Владимир Федорович врач-онколог,,True,True,False
http://10.4.95.44/doctors/lyadov,Лядов Константин Юрьевич,"Специализация

онколог, хирург

Направление

желудочно-кишечный тракт

Учёная степень

доктор медицинских наук, профессор, Академик РАН

Клиника

Московский центр восстановительного лечения (МЦВЛ)",,True,True,False
http://10.4.95.44/doctors/urazovskij,Уразовский Николай Юрьевич,"Образование
1985
Военно-медицинская ордена Ленина Краснознаменная академия им. С.М. Кирова. Специальность «Лечебно-профилактическое дело».

1993
Военно-медицинская ордена Ленина Краснознаменная академия им. С.М. Кирова.  Специальность «Хирургия». Орд",,True,True,False
http://10.4.95.44/doctors/morozova_valeriya_yurevna,Морозова Валерия Юрьевна,Морозова Валерия Юрьевна врач-гематолог,,True,True,False
http://10.4.95.44/doctors/ivanov,Иванов Иван,Описываем специалист,,True,True,False
http://10.4.95.44/clinics/vzroslaya_poliklinika_fl_oktyabrskaya_kgb,"Взрослая поликлиника ф-л ""Октябрьская"" (КГБ) 1",Адрес,,True,True,False
http://10.4.95.44/clinics/nazvanie/kabinet,"ГАУЗ Московской области ""Клинская областная больница""",Оказание паллиативной специализированной медицинской помощи взрослым в амбулаторных условиях.,,True,True,False
http://10.4.95.44/clinics/nazvanie/otdelenie_3,"ГАУЗ Московской области ""Клинская областная больница 2""",description,,True,True,False
http://10.4.95.44/clinics/gauz_mo_himkinskaya_oblastnaya_bolnitsa_detskaya_poliklinika2,"ГАУЗ МО ""Химкинская областная больница"" Детская поликлиника № 2",Описание,,True,True,False
http://10.4.95.44/clinics/gauz-mo-himkinskaya-oblastnaya-bolnica-detskaya-poliklinika-3,"ГАУЗ МО ""Химкинская областная больница"" Детская поликлиника №3",Описание,,True,True,False
http://10.4.95.44/clinics/gauz_mo_himkinskaya_oblastnaya_bolnitsa_detskaya_poliklinika,"ГАУЗ МО ""Химкинская областная больница"" Детская поликлиника № 5",Клиника в Химках,,True,True,False
http://10.4.95.44/clinics/meditsinskaya_organizatsiya_,"ГБУЗ МО ""Видновская районная клиническая больница"" Детская поликлиника",Описание,,True,True,False
http://10.4.95.44/clinics/gbuz_mo_domodedovskaya_tsentralnaya_gorodskaya_bolnitsa_domo,"ГБУЗ МО ""Домодедовская  центральная городская больница""",Домодедово  ТЕСТ 1,ТЕСТ 1,True,True,True
http://10.4.95.44/clinics/gbuz_mo_krasnogorskaya_gorodskaya_bolnitsa_detskaya_poliklin,"ГБУЗ МО ""Красногорская городская больница"" Детская поликлиника №2",Красногорск 1,,True,True,False
http://10.4.95.44/clinics/testovaya_poliklinnika/otdelenie,"ГБУЗ МО ""Московский областной центр охраны материнства и детства"", поликлиническ",тест,,True,True,False
http://10.4.95.44/clinics/testovaya_poliklinnika,"ГБУЗ МО ""Московский областной центр охраны материнства и детства"", поликлиническ",тест,,True,True,False
http://10.4.95.44/clinics/gbuz_mo_serpuhovskaya_bolnitsa,"ГБУЗ МО ""Серпуховская больница""",Описание (description),Ключевое слово,True,True,True
http://10.4.95.44/clinics/gbuz-moskovskoj-oblasti-volokolamskaya-bolnica,ГБУЗ Московской области «Волоколамская больница»,ГБУЗ Московской области «Волоколамская больница»,,True,True,False
http://10.4.95.44/clinics/_gbuz_moskovskoi_oblasti_istrinskaya_klinicheskaya_bolnitsa,ГБУЗ Московской области «Истринская клиническая больница»,ГБУЗ Московской области «Истринская клиническая больница»,,True,True,False
http://10.4.95.44/clinics/nazvanie,"ГБУЗ Московской области ""Клинская больница""",description,Медицинская организация,True,True,True
http://10.4.95.44/clinics/gbuz_moskovskoi_oblasti_korolevskaya_bolnitsa,"ГБУЗ Московской области ""Королевская больница»","ГБУЗ Московской области ""Королевская больница»",,True,True,False
http://10.4.95.44/clinics/gbuz_moskovskoi_oblasti_korolevskaya_bolnitsa,"ГБУЗ Московской области ""Королевская больница»","ГБУЗ Московской области ""Королевская больница»",,True,True,False
http://10.4.95.44/clinics/gbuz_moskovskoi_oblasti_lyuberetskaya_oblastnaya_bolnitsa,"ГБУЗ Московской области ""Люберецкая областная больница»","ГБУЗ Московской области ""Люберецкая областная больница»",,True,True,False
http://10.4.95.44/clinics/gosudarstvennoe_avtonomnoe_uchrezhdenie_zdravoohraneniya_mos,Государственное автономное учреждение здравоохранения Московской области «Центра,"Центральная городская клиническая больница г. Реутов является многопрофильной высокопрофессиональной клиникой, оказывающей современную специализированную и высокотехнологичную медицинскую помощь, в том числе, по профилю «онкология».",,True,True,False
http://10.4.95.44/clinics/testvoaya_2,Тествоая 2,Описание,,True,True,False
